Company,CUSIP,Shares,Value,Discretion,PutCall
AFFIRM HOLDINGS INC,00827BAB2,3693000,3413954,DFND,
AIRBNB INC,009066AB7,25108000,24028355,DFND,
ALARM.COM HOLDINGS INC,011642AB1,7783000,7475571,DFND,
ALLIANT ENERGY CORP,018802AC2,1250000,1339375,DFND,
ALNYLAM PHARMACEUTICALS INC,02043QAB3,1000000,1154000,DFND,
ALTICE USA INC,02156K103,7500000,19950000,DFND,
ALVOTECH SA,L01800116,4666667,7046667,DFND,
ALVOTECH SA,L01800108,1868483,18068230,DFND,
ANGLOGOLD ASHANTI PLC,G0378L100,5464851,202855269,DFND,
ANYWHERE REAL ESTATE INC,75606DAP6,33515000,31227601,DFND,
ARRAY TECHNOLOGIES INC,04271TAB6,3289000,2424188,DFND,
ASCENDIS PHARMA A/S,04351PAD3,10267000,12206490,DFND,
BAIDU INC,056752108,199684,18376918,DFND,
BANCO MACRO SA,05961W105,260462,19667485,DFND,
BANDWIDTH INC,05988JAD5,3020000,2442306,DFND,
BARRICK GOLD CORP,067901108,2516658,48923831,DFND,
BATTALION OIL CORP,07134L107,3009912,3912885,DFND,
BAUSCH HEALTH COS INC,071734107,1270000,8216900,DFND,
BERRY CORP,08579X101,3697000,11867370,DFND,
BILIBILI INC,090040106,1925797,36801980,DFND,
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,7022000,6839428,DFND,
BLOCK INC,852234AJ2,1901000,1810227,DFND,
BLOCK INC,852234AK9,6813000,6020988,DFND,
BRASKEM SA,105532105,2344292,9025524,DFND,
BRIDGEBIO PHARMA INC,10806XAB8,1250000,1432202,DFND,
BRIDGEBIO PHARMA INC,10806XAD4,14135000,12742702,DFND,
CABLE ONE INC,12685JAE5,42610000,40479500,DFND,
CALIFORNIA RESOURCES CORP,13057Q305,1376753,60535829,DFND,
CBL & ASSOCIATES PROPERTIES INC,124830878,3005126,79876275,DFND,
CEMEX SAB DE CV,151290889,19383729,108742719,DFND,
CERENCE INC,156727AD1,590000,419195,DFND,
CMS ENERGY CORP,125896BX7,10467000,11602669,DFND,
COHERUS BIOSCIENCES INC,19249HAB9,49030000,48294369,DFND,
COINBASE GLOBAL INC,19260QAF4,2850000,2649075,DFND,
CONMED CORP,207410AH4,17428000,16408461,DFND,
CYTOKINETICS INC,23282WAC4,6392000,7334819,DFND,
DAQO NEW ENERGY CORP,23703Q203,344819,6244672,DFND,
DEXCOM INC,252131AM9,10486000,9395456,DFND,
DUKE ENERGY CORP,26441CBY0,1500000,1627575,DFND,
ECHOSTAR CORP,278768AB2,16000000,17899004,DFND,
ECOPETROL SA,279158109,3162122,33012553,DFND,
ENPHASE ENERGY INC,29355AAK3,11840000,10058080,DFND,
ENPHASE ENERGY INC,29355AAH0,11497000,10936521,DFND,
ENVISTA HOLDINGS CORP,29415FAD6,17118000,15459694,DFND,
ESPERION THERAPEUTICS INC,29664WAB1,774000,759003,DFND,
ETSY INC,29786AAN6,24981000,21290057,DFND,
EXPAND ENERGY CORP,165167180,95294,9590388,DFND,
EXPAND ENERGY CORP,165167735,5562364,619202388,DFND,
EXPEDIA GROUP INC,30212PBE4,4623000,4565212,DFND,
EZCORP INC,302301AE6,1819000,1819909,DFND,
FIRST MAJESTIC SILVER CORP,32076VAD5,15626000,14688440,DFND,
FIVE9 INC,338307AD3,6163000,6109999,DFND,
FIVERR INTERNATIONAL LTD,33835LAA3,2984000,2901932,DFND,
FLUOR CORP,343412AJ1,5505000,5855943,DFND,
FREEPORT-MCMORAN INC,35671D857,2191108,82955348,DFND,
FUBOTV INC,35953DAB0,4392000,4260240,DFND,
GARRETT MOTION INC,366505105,44082816,368973169,DFND,
GRAB HOLDINGS LTD,G4124C109,10275995,46550257,DFND,
GROUPON INC,399473AF4,2539000,2446665,DFND,
GUARDANT HEALTH INC,40131MAD1,8088000,8381383,DFND,
GUARDANT HEALTH INC,40131MAB5,22076000,19612956,DFND,
GUESS INC,401617AF2,1682000,1548281,DFND,
H WORLD GROUP LTD,44332NAB2,10857000,12148983,DFND,
H WORLD GROUP LTD,44332N106,1229399,45500056,DFND,
HAEMONETICS CORP,405024AB6,3506000,3363671,DFND,
HDFC BANK LTD,40415F101,89697,5959468,DFND,
HEALTH CATALYST INC,42225TAB3,375000,372653,DFND,
HERBALIFE LTD,42703MAF0,4787000,4129816,DFND,
INDIVIOR PLC,G4766E116,11009125,103450915,DFND,
INTEGRA LIFESCIENCES HOLDINGS CORP,457985AM1,5901000,5799207,DFND,
IRHYTHM TECHNOLOGIES INC,450056AB2,1900000,1982650,DFND,
ITAU UNIBANCO HOLDING SA,465562106,6941012,38175571,DFND,
JD.COM INC,47215P106,960796,39507931,DFND,
JETBLUE AIRWAYS CORP,477143AP6,43234000,40877747,DFND,
KANZHUN LTD,48553T106,1170961,22447322,DFND,
KE HOLDINGS INC,482497104,1254784,25208610,DFND,
KILROY REALTY CORP,49427F108,1850011,60606360,DFND,
KINGSOFT CORP LTD,49639K101,1091853,15679009,DFND,
LI AUTO INC,50202MAB8,1450000,1709912,DFND,
LIBERTY GLOBAL LTD,G61188101,7204190,82920226,DFND,
LIBERTY MEDIA CORP-LIBERTY FORMULA ONE,531229AQ5,700000,852250,DFND,
LIVANOVA PLC,53802LAB8,14988000,14321033,DFND,
LUMENTUM HOLDINGS INC,55024UAH2,1900000,2237250,DFND,
LUMENTUM HOLDINGS INC,55024UAF6,6089000,5641458,DFND,
LYFT INC,55087PAD6,1350000,1309500,DFND,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,2849858,9775012,DFND,
MAGNITE INC,55955DAB6,2239000,2140484,DFND,
MARRIOTT VACATIONS WORLDWIDE CORP,57164YAF4,15336000,14224140,DFND,
MESA LABORATORIES INC,59064RAA7,5438000,5308865,DFND,
MGP INGREDIENTS INC,55303JAB2,1211000,1148352,DFND,
NATIONAL VISION HOLDINGS INC,63845RAB3,6266000,6234670,DFND,
NEOGENOMICS INC,64049MAA8,1376000,1372560,DFND,
NEOGENOMICS INC,64049MAB6,31456000,27288080,DFND,
NEXTERA ENERGY INC,65339KCY4,8841000,10224616,DFND,
NICE LTD,653656AB4,2066000,2021581,DFND,
NOKIA OYJ,654902204,18752227,98824236,DFND,
NORWEGIAN CRUISE LINE HOLDINGS LTD,62886HBD2,12559000,12219906,DFND,
OAKTREE SPECIALTY LENDING CORP,67401P405,1852456,28453724,DFND,
OKTA INC,679295AF2,1316000,1262044,DFND,
OKTA INC,679295AD7,3283000,3228830,DFND,
ON SEMICONDUCTOR CORP,682189AS4,1250000,1324999,DFND,
ON SEMICONDUCTOR CORP,682189AU9,5491000,4749989,DFND,
ONITY GROUP INC,675746606,410429,13265065,DFND,
PACIRA BIOSCIENCES INC,695127AF7,7556000,7452217,DFND,
PAR TECHNOLOGY CORP,698884AE3,1100000,1178650,DFND,
PARSONS CORP,70202LAD4,1509000,1511263,DFND,
PEBBLEBROOK HOTEL TRUST,70509VAA8,43139000,40421243,DFND,
PELOTON INTERACTIVE INC,70614WAB6,4746000,4496835,DFND,
PENNYMAC MORTGAGE INVESTMENT TRUST,70932AAF0,6589000,6552760,DFND,
PETROLEO BRASILEIRO SA,71654V408,2659492,38137115,DFND,
PG&E CORP,69331CAL2,6225000,6592274,DFND,
POST HOLDINGS INC,737446AT1,1300000,1552850,DFND,
PPL CORP,69352PAS2,11081000,12427341,DFND,
REALREAL INC/THE,88339PAJ0,295000,246472,DFND,
REDFIN CORP,75737FAE8,2754000,2419570,DFND,
REDWOOD TRUST INC,758075AF2,1094000,1079778,DFND,
REPLIGEN CORP,759916AD1,2200000,2151600,DFND,
RUNWAY GROWTH FINANCE CORP,78163D100,10779667,111569562,DFND,
SAREPTA THERAPEUTICS INC,803607AD2,10115000,9417065,DFND,
SEA LTD,81141RAG5,22355000,20890747,DFND,
SEAGATE TECHNOLOGY HOLDINGS PLC,81180WBL4,2150000,2592631,DFND,
SHAKE SHACK INC,819047AB7,11556000,10696522,DFND,
SHIFT4 PAYMENTS INC,82452JAD1,12010000,12184145,DFND,
SHOPIFY INC,82509LAA5,5600000,5627999,DFND,
SITIO ROYALTIES CORP,82983N108,12935120,257020834,DFND,
SMARTRENT INC,83193G107,7505294,9081406,DFND,
SNAP INC,83304AAD8,2041000,2030795,DFND,
SNAP INC,83304AAH9,20672000,17540192,DFND,
SOLAREDGE TECHNOLOGIES INC,83417MAD6,2716000,2639952,DFND,
SPOTIFY TECHNOLOGY SA,84921RAB6,2150000,2568605,DFND,
SSR MINING INC,784730AB9,2873000,2875154,DFND,
STAR BULK CARRIERS CORP,Y8162K204,5373631,83613698,DFND,
STATE STREET CORP,78462F103,80000,44751200,DFND,Put
STATE STREET CORP,78462F103,260000,145441400,DFND,Put
SUMMIT HOTEL PROPERTIES INC,866082AA8,2058000,1973303,DFND,
SUNNOVA ENERGY INTERNATIONAL INC,86745KAH7,61469000,5532308,DFND,
SUNNOVA ENERGY INTERNATIONAL INC,86745KAF1,106199000,10619892,DFND,
SUNOPTA INC,8676EP108,20726126,100774304,DFND,
TALEN ENERGY CORP,87422Q109,100000,19967000,DFND,Call
TALEN ENERGY CORP,87422Q109,180000,35940600,DFND,Call
TALEN ENERGY CORP,87422Q109,319829,63860256,DFND,
TANDEM DIABETES CARE INC,875372AD6,6442000,6071584,DFND,
TELADOC HEALTH INC,539183AA1,2317000,2299621,DFND,
TELADOC HEALTH INC,87918AAF2,15354000,14141028,DFND,
TELECOM ARGENTINA SA,879273209,2709263,27607389,DFND,
TERNIUM SA,880890108,812609,25320896,DFND,
TETRA TECH INC,88162GAB9,1826000,1888175,DFND,
TORM PLC,G89479102,40581120,662769533,DFND,
TPI COMPOSITES INC,87266J104,4610003,3715662,DFND,
TRANSALTA CORP,89346D107,5585253,52117386,DFND,
TRANSPORTADORA DE GAS DEL SUR SA,893870204,484606,12822674,DFND,
TRAVERE THERAPEUTICS INC,761299AB2,1377000,1351652,DFND,
TRAVERE THERAPEUTICS INC,89422GAA5,7241000,7233759,DFND,
TWO HARBORS INVESTMENT CORP,90187BAB7,6466000,6417505,DFND,
UBER TECHNOLOGIES INC,90353TAM2,3163000,3865186,DFND,
UNITI GROUP INC,91325V108,3397592,17123863,DFND,
UNITY SOFTWARE INC,91332UAB7,3216000,2990880,DFND,
UPSTART HOLDINGS INC,91680MAB3,9763000,9140608,DFND,
UPWORK INC,91688FAB0,2217000,2075723,DFND,
VACASA INC,91854V206,1375448,7399910,DFND,
VAIL RESORTS INC,91879QAN9,5852000,5639865,DFND,
VALE SA,91912E105,6014782,60027524,DFND,
VENTAS INC,92277GAZ0,1250000,1611250,DFND,
VISTA ENERGY SAB DE CV,92837L109,2184561,101713160,DFND,
WAYFAIR INC,94419LAP6,2585000,2533300,DFND,
WAYFAIR INC,94419LAM3,5056000,4929573,DFND,
WIX.COM LTD,92940WAD1,4890000,4804425,DFND,
WORKIVA INC,98139AAD7,5897000,5500426,DFND,
ZIFF DAVIS INC,48123VAE2,6886000,6485751,DFND,
ZTO EXPRESS CAYMAN INC,98980AAB1,5503000,5546748,DFND,
