Company,CUSIP,Shares,Value,Discretion,PutCall
PRINCIPAL FINANCIAL GROUP IN,74251V102,362798,28817034,SOLE,
PROCTER AND GAMBLE CO,742718109,156286,24899429,SOLE,
QCR HOLDINGS INC,74727A104,117624,7986670,SOLE,
QUALCOMM INC,747525103,934161,148774481,SOLE,
RADNET INC,750491102,57731,3285471,SOLE,
REGIONS FINANCIAL CORP NEW,7591EP100,9740,229085,SOLE,
ROCKWELL AUTOMATION INC,773903109,412922,137160294,SOLE,
RTX CORPORATION,75513E101,9071,1324547,SOLE,
SALESFORCE INC,79466L302,253841,69219902,SOLE,
SCHWAB CHARLES CORP,808513105,337277,30773153,SOLE,
SCHWAB STRATEGIC TR,808524102,261246,6225492,SOLE,
SCHWAB STRATEGIC TR,808524805,30000,663000,SOLE,
SEI INVTS CO,784117103,3300,296538,SOLE,
SELECT SECTOR SPDR TR,81369Y803,4246,1075266,SOLE,
SHELL PLC,780259305,7504,528357,SOLE,
SHERWIN WILLIAMS CO,824348106,460613,158156120,SOLE,
SHYFT GROUP INC,825698103,10000,125400,SOLE,
SKYWATER TECHNOLOGY INC,83089J108,163920,1612973,SOLE,
SNAP ON INC,833034101,3588,1116514,SOLE,
SOLVENTUM CORP,83444M101,74000,5612160,SOLE,
SONY GROUP CORP,835699307,8175,212795,SOLE,
SPDR S&P 500 ETF TR,78462F103,27790,17170098,SOLE,
SPDR S&P MIDCAP 400 ETF TR,78467Y107,865,490005,SOLE,
SPDR SERIES TRUST,78468R663,2431,222996,SOLE,
STRYKER CORPORATION,863667101,4436,1755015,SOLE,
STURM RUGER & CO INC,864159108,12000,430800,SOLE,
SYSCO CORP,871829107,266137,20157216,SOLE,
TACTILE SYS TECHNOLOGY INC,87357P100,12500,126750,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,446826,101201621,SOLE,
TARGET CORP,87612E106,301699,29762522,SOLE,
TENNANT CO,880345103,1352658,104803942,SOLE,
TEXAS INSTRS INC,882508104,230856,47930323,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,1616,655223,SOLE,
TJX COS INC NEW,872540109,2864,353675,SOLE,
TORO CO,891092108,3649717,257961970,SOLE,
TRANE TECHNOLOGIES PLC,G8994E103,1281,560322,SOLE,
TRAVELERS COMPANIES INC,89417E109,80313,21486940,SOLE,
TRUST FOR PROFESSIONAL MANAG,89834G836,206186,4479205,SOLE,
ULTA BEAUTY INC,90384S303,4556,2131388,SOLE,
UNION PAC CORP,907818108,5141,1182841,SOLE,
UNITED FIRE GROUP INC,910340108,9000,258300,SOLE,
UNITED PARCEL SERVICE INC,911312106,42312,4270989,SOLE,
UNITEDHEALTH GROUP INC,91324P102,1057160,329802243,SOLE,
US BANCORP DEL,902973304,1070161,48424784,SOLE,
VANGUARD INDEX FDS,922908751,1568,371655,SOLE,
VANGUARD INDEX FDS,922908629,2238,626260,SOLE,
VANGUARD INDEX FDS,922908637,817,233090,SOLE,
VANGUARD INDEX FDS,922908736,1178,516435,SOLE,
VANGUARD INTL EQUITY INDEX F,922042775,3178,213625,SOLE,
VANGUARD SCOTTSDALE FDS,92206C730,1031,288866,SOLE,
VANGUARD SPECIALIZED FUNDS,921908844,4546,930430,SOLE,
VERICEL CORP,92346J108,25915,1102683,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,3413917,147720189,SOLE,
VIASAT INC,92552V100,13000,189800,SOLE,
VISA INC,92826C839,794996,282263277,SOLE,
WABTEC,929740108,5325,1114789,SOLE,
WALMART INC,931142103,16182,1582276,SOLE,
WASTE MGMT INC DEL,94106L109,1088,248956,SOLE,
WEC ENERGY GROUP INC,92939U106,1492528,155521418,SOLE,
WELLS FARGO CO NEW,949746101,2174403,174213175,SOLE,
WEYERHAEUSER CO MTN BE,962166104,37601,965970,SOLE,
WINTRUST FINL CORP,97650W108,50680,6283306,SOLE,
WOODWARD INC,980745103,14000,3431260,SOLE,
WORKIVA INC,98139A105,757819,51872711,SOLE,
XCEL ENERGY INC,98389B100,376431,25634983,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,14280,1302479,SOLE,
ZOETIS INC,98978V103,1490,232366,SOLE,
