Company,CUSIP,Shares,Value,Discretion,PutCall
SAVERS VALUE VILLAGE ORD,80517M109,1078437,7441215,SOLE,
BEL FUSE CL A ORD,077347201,4001,288312,SOLE,
BEL FUSE CL B ORD,077347300,245999,18415485,SOLE,
FLUTTER ENTERTAINMENT ORD,G3643J108,106422,23577794,SOLE,
PROGRESSIVE ORD,743315103,43323,12260842,SOLE,
CACTUS CL A ORD,127203107,237030,10863085,SOLE,
HEICO CL A ORD,422806208,2171,458016,SOLE,
CDW ORD,12514G108,155305,24889179,SOLE,
BATH AND BODY WORKS ORD,070830104,1639039,49695662,SOLE,
DOMINOS PIZZA ORD,25754A201,64964,29847710,SOLE,
LAMAR ADVERTISING CL A REIT,512816109,224260,25516303,SOLE,
CHARTER COMMUNICATIONS CL A ORD,16119P108,200162,73765702,SOLE,
CARMAX ORD,143130102,272203,21210058,SOLE,
