Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,175000,50323000,SOLE,
AMAZON COM INC,023135106,1940000,404043800,SOLE,
API GROUP CORP,00187Y100,2030000,82255600,SOLE,
ARS PHARMACEUTICALS INC,82835W108,1000000,8030000,SOLE,
ASML HLDG NV,N07059210,12000,15849960,SOLE,
AURORA INNOVATION INC,051774115,1835000,365165,SOLE,
AURORA INNOVATION INC,051774107,1032463,4253748,SOLE,
BROADCOM INC,11135F101,50000,15475500,SOLE,
CAPITAL ONE FINL CORP,14040H105,140000,25540200,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,310000,122186500,SOLE,
CLARITEV CORPORATION,62548M209,44000,718960,SOLE,
CRH PLC,G25508105,1900000,199728000,SOLE,
DANAHER CORP DEL,235851102,525000,99540000,SOLE,
FLYEXCLUSIVE INC,343928115,367499,88200,SOLE,
FLYEXCLUSIVE INC,343928107,1022000,2309720,SOLE,
HERTZ GLOBAL HLDGS INC,42806J148,3970000,9051600,SOLE,
HUT 8 CORP,44812J104,869563,40791200,SOLE,
KLA CORP,482480100,11000,16196510,SOLE,
LAM RESEARCH CORP,512807306,75000,16024500,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,465000,70917150,SOLE,
MASTEC INC,576323109,320000,102956800,SOLE,
META PLATFORMS INC,30303M102,90000,51491700,SOLE,
NORFOLK SOUTHN CORP,655844108,100000,28700000,SOLE,
NVIDIA CORPORATION,67066G104,190000,33136000,SOLE,
SHARKNINJA INC,G8068L108,130509,13820903,SOLE,
SOMNIGROUP INTERNATIONAL INC,88023U101,2270769,167855244,SOLE,
SPDR GOLD TR,78463V107,95000,40877550,SOLE,
STRATA CRITICAL MEDICAL INC,092667104,5000000,20900000,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,275000,92936250,SOLE,
TELEPHONE & DATA SYS INC,879433829,6600000,277860000,SOLE,
TRANSDIGM GROUP INC,893641100,25000,28974000,SOLE,
UNION PAC CORP,907818108,100000,24262000,SOLE,
VANECK ETF TRUST,92189F676,40000,15336000,SOLE,
