Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,7000,1701560,SOLE,
ALPHABET INC,02079K305,1704639,490185991,SOLE,
AMERICAN EXPRESS CO,025816109,9000,2722320,SOLE,
BROWN FORMAN CORP,115637100,2585222,69258097,SOLE,
BROWN FORMAN CORP,115637209,1576049,41670736,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,30000,2359800,SOLE,
CME GROUP INC,12572Q105,6900,2037915,SOLE,
COCA COLA CO,191216100,12000,912600,SOLE,
COLGATE PALMOLIVE CO,194162103,10000,852300,SOLE,
DISNEY WALT CO,254687106,3206407,309033507,SOLE,
EBAY INC.,278642103,1927485,175439685,SOLE,
EQUIFAX INC,294429105,11500,2070805,SOLE,
FAIR ISAAC CORP,303250104,249422,266267962,SOLE,
INTUIT,461202103,733699,317236774,SOLE,
LAUDER ESTEE COS INC,518439104,15000,1076550,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,2800,899920,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,3142000,52848440,SOLE,
MONDELEZ INTL INC,609207105,3561964,205311605,SOLE,
NIKE INC,654106103,20800,1098656,SOLE,
ORACLE CORP,68389X105,9000,1323990,SOLE,
PAYPAL HLDGS INC,70450Y103,4179623,189044348,SOLE,
PEPSICO INC,713448108,1277185,198334059,SOLE,
S&P GLOBAL INC,78409V104,7300,3104982,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,617211,303377723,SOLE,
TKO GROUP HOLDINGS INC,87256C101,2449468,493935222,SOLE,
VERISK ANALYTICS INC,92345Y106,8400,1593900,SOLE,
VISA INC,92826C839,10300,3113072,SOLE,
