Company,CUSIP,Shares,Value,Discretion,PutCall
FLUTTER ENTERTAINMENT ORD,G3643J108,198435,51285526,SOLE,
CACTUS CL A ORD,127203107,441964,25793019,SOLE,
CHARTER COMMUNICATIONS CL A ORD,16119P108,373191,127918679,SOLE,
LAMAR ADVERTISING CL A REIT,512816109,530483,64581000,SOLE,
BATH AND BODY WORKS ORD,070830104,2262506,87717358,SOLE,
PROGRESSIVE ORD,743315103,329243,78889915,SOLE,
SAVERS VALUE VILLAGE ORD,80517M109,2053930,21052783,SOLE,
LIBERTY BROADBAND SRS C ORD,530307305,1244270,12535832,SOLE,
HEICO CL A ORD,422806208,4477,833080,SOLE,
CARMAX ORD,143130102,559384,45735236,SOLE,
DOMINOS PIZZA ORD,25754A201,138439,3572577,SOLE,
CDW ORD,12514G108,382798,66622164,SOLE,
