Company,CUSIP,Shares,Value,Discretion,PutCall
ADT INC,00090Q103,6204600,47154960,SOLE,
AES CORP,00130H105,900,15813,SOLE,
ALPHABET INC,02079K305,650000,118397500,SOLE,
APOLLO GLOBAL MANAGEMENT INC,03769M106,1525000,180056750,SOLE,
ARBOR REALTY TRUST INC,038923108,2381194,34170134,SOLE,
ASHLAND INC,044186104,982047,92793621,SOLE,
BARINGS BDC INC,06759L103,2643,25716,SOLE,
COMMSCOPE HOLDING CO INC,20337X109,265710,326823,SOLE,
CRESCENT CAPITAL BDC INC,225655109,89917,1688641,SOLE,
DEVON ENERGY CORP,25179M103,2200000,104280000,SOLE,
DIAMEDICA THERAPEUTICS INC,25253X207,1400000,4130000,SOLE,
DT MIDSTREAM INC,23345M107,634770,45087713,SOLE,
ELEVANCE HEALTH INC,036752103,130000,70441800,SOLE,
ELLINGTON FINANCIAL INC,28852N109,150000,1812000,SOLE,
ENERGY TRANSFER LP,29273V100,12272800,199064816,SOLE,
ENTERPRISE PRODUCTS PARTNERS,293792107,916535,26561184,SOLE,
FIDELIS INSURANCE HOLDINGS L,G3398L118,2747523,44812100,SOLE,
FINANCE OF AMERICA COS INC,31738L107,6645798,3275714,SOLE,
FISERV INC,337738108,480000,71539200,SOLE,
FRANKLIN TEMPLETON ETF TR,35473P827,5750,192543,SOLE,
GANNETT CO INC,36472T109,3996014,18421625,SOLE,
ISHARES TR,46434V738,38388,2186197,SOLE,
ISHARES INC,464286509,12531,464775,SOLE,
ISHARES TR,464287465,60937,4773195,SOLE,
ISHARES INC,46434G822,14305,976173,SOLE,
ISHARES INC,464286665,7610,327230,SOLE,
ISHARES INC,464286392,3329,490994,SOLE,
KBR INC,48242W106,800000,51312000,SOLE,
LAS VEGAS SANDS CORP,517834107,1500000,66375000,SOLE,
LITHIA MOTORS INC,536797103,416085,105040658,SOLE,
MADISON SQUARE GARDEN SPORTS,55825T103,20000,3762600,SOLE,
MANCHESTER UNITED PLC,G5784H106,2080369,33577156,SOLE,
MICROSOFT CORP,594918104,105705,47244850,SOLE,
MIRION TECHNOLOGIES INC,60471A101,8000000,85920000,SOLE,
MOTOROLA SOLUTIONS INC,620076307,100000,38605000,SOLE,
MP MATERIALS CORP,553368101,3425000,43600250,SOLE,
MR COOPER GROUP INC,62482R107,2860600,232366538,SOLE,
BLUE OWL CAPITAL CORP,69121K104,12000,184320,SOLE,
ONEMAIN HOLDINGS INC,68268W103,60467,2932045,SOLE,
PARAMOUNT GLOBAL,92556H206,1025000,10649750,SOLE,
PHX MINERALS INC,69291A100,312208,1017798,SOLE,
PINSTRIPES HOLDINGS INC,06690B107,68824,189266,SOLE,
REGAL REXNORD CORP,758750103,700000,94654000,SOLE,
SEA LTD,81141R100,240000,17140800,SOLE,
SUNOPTA INC,8676EP108,5279665,28510191,SOLE,
THE CIGNA GROUP,125523100,270655,89470423,SOLE,
VANGUARD INTL EQUITY INDEX F,922042874,24693,1648752,SOLE,
VANGUARD SCOTTSDALE FDS,92206C706,25029,1457439,SOLE,
VANGUARD INDEX FDS,922908363,45173,22592372,SOLE,
VANGUARD MUN BD FDS,922907746,12876,645216,SOLE,
VERTIV HOLDINGS CO,92537N108,2100000,181797000,SOLE,
WILLSCOT MOBILE MINI HOLDING,971378104,3607500,135786300,SOLE,
