Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,3789034,831276169,SOLE,
APPLOVIN CORP,03831W108,1085113,351392143,SOLE,
ARES MANAGEMENT CORPORATION,03990B101,1677043,296886922,SOLE,
ASML HOLDING N V,N07059210,441766,306179179,SOLE,
BITDEER TECHNOLOGIES GROUP,G11448100,986717,21382157,SOLE,
BLOCK INC,852234103,3765793,320054747,SOLE,
CAPITAL ONE FINL CORP,14040H105,3235823,577011957,SOLE,
CIPHER MINING INC,17253J106,2344380,10877923,SOLE,
CONSTELLATION ENERGY CORP,21037T109,1737526,388701941,SOLE,
ELI LILLY & CO,532457108,782860,604367920,SOLE,
FLUTTER ENTMT PLC,G3643J108,1912519,494290536,SOLE,
HOWMET AEROSPACE INC,443201108,3061707,334858895,SOLE,
HUT 8 CORP,44812J104,692839,14196271,SOLE,
INTUIT,461202103,1156762,727024917,SOLE,
IREN LIMITED,Q4982L109,711839,6990259,SOLE,
KKR & CO INC,48251W104,4048143,598760831,SOLE,
LENNAR CORP,526057104,1717903,234270432,SOLE,
LPL FINL HLDGS INC,50212V100,1922748,627796449,SOLE,
META PLATFORMS INC,30303M102,2036930,1192642884,SOLE,
MICROSOFT CORP,594918104,1639697,691132286,SOLE,
PHILIP MORRIS INTL INC,718172109,6468372,778468570,SOLE,
PTC INC,69370C100,2326231,427724094,SOLE,
SALESFORCE INC,79466L302,1565193,523290976,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,913564,408710262,SOLE,
STARBUCKS CORP,855244109,6475057,590848951,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,3760444,742650086,SOLE,
TALEN ENERGY CORP,87422Q109,1089380,219477389,SOLE,
TERAWULF INC,88080T104,1480928,8382052,SOLE,
VISTRA CORP,92840M102,5352965,738013285,SOLE,
WORKDAY INC,98138H101,1543464,398260016,SOLE,
