Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCED ENERGY INDUSTRIES INC,007973AE0,7122000,7791468,DFND,
AFFIRM HOLDINGS INC,00827BAB2,4820000,4371086,DFND,
AIRBNB INC,009066AB7,1533000,1441786,DFND,
AKAMAI TECHNOLOGIES INC,00971TAL5,11889000,11963893,DFND,
ALARM.COM HOLDINGS INC,011642AB1,3539000,3356741,DFND,
ALNYLAM PHARMACEUTICALS INC,02043QAB3,1350000,1438375,DFND,
ALPHATEC HOLDINGS INC,02081GAB8,15000000,14194500,DFND,
ALTICE USA INC,02156K103,7500000,18075000,DFND,
ARBOR REALTY TRUST INC,038923BA5,444000,444000,DFND,
ARRAY TECHNOLOGIES INC,04271TAB6,3895000,2848218,DFND,
ASCENDIS PHARMA A/S,04351PAD3,14502000,15970327,DFND,
BANCO MACRO SA,05961W105,378625,36635755,DFND,
BANDWIDTH INC,05988JAD5,5163000,4141518,DFND,
BARRICK GOLD CORP,067901108,1015063,15733476,DFND,
BATTALION OIL CORP,07134L107,3009912,5177048,DFND,
BAUSCH HEALTH COS INC,071734107,1270000,10236200,DFND,
BENTLEY SYSTEMS INC,08265TAB5,2500000,2437500,DFND,
BERRY CORP,08579X101,3697000,15268610,DFND,
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,5025000,4861687,DFND,
BRASKEM SA,105532105,2491792,9618317,DFND,
BRIDGEBIO PHARMA INC,10806XAD4,3798000,3258684,DFND,
CBL & ASSOCIATES PROPERTIES INC,124830878,3005126,88380785,DFND,
CMS ENERGY CORP,125896BX7,9138000,9508089,DFND,
CABLE ONE INC,12685JAE5,46137000,43045821,DFND,
CALIFORNIA RESOURCES CORP,13057Q305,2046753,106206013,DFND,
CARDLYTICS INC,14161WAB1,2415000,2179536,DFND,
CEMEX SAB DE CV,151290889,14589032,82282140,DFND,
CHEGG INC,163092AD1,3419000,3323268,DFND,
EXPAND ENERGY CORP,165167180,95294,8242931,DFND,
EXPAND ENERGY CORP,165167735,6937364,690614611,DFND,
COHERUS BIOSCIENCES INC,19249HAB9,49030000,47745414,DFND,
CONMED CORP,207410AH4,7919000,7368629,DFND,
COUPANG INC,22266T109,241544,5309137,DFND,
CRACKER BARREL OLD COUNTRY STORE INC,22410JAB2,1376000,1300320,DFND,
CYTOKINETICS INC,23282WAC4,6988000,8319897,DFND,
DAQO NEW ENERGY CORP,23703Q203,551007,10711576,DFND,
DIGITALOCEAN HOLDINGS INC,25402DAB8,8609000,7683532,DFND,
ECD AUTOMOTIVE DESIGN INC,27877D104,75000,72000,DFND,
8X8 INC,282914AE0,2068000,1815002,DFND,
ENLINK MIDSTREAM LLC,29336T100,2499111,35362420,DFND,
ENPHASE ENERGY INC,29355AAH0,2301000,2153160,DFND,
ENVISTA HOLDINGS CORP,29415FAD6,6531000,5866470,DFND,
ETSY INC,29786AAN6,16954000,13927830,DFND,
EVENTBRITE INC,29975EAD1,5177000,4586267,DFND,
EZCORP INC,302301AE6,3975000,3975000,DFND,
FIRST MAJESTIC SILVER CORP,32076VAD5,8479000,7678582,DFND,
FIVE9 INC,338307AD3,724000,703655,DFND,
FIVERR INTERNATIONAL LTD,33835LAA3,4698000,4476219,DFND,
FLUOR CORP,343412AJ1,4405000,5556907,DFND,
FREEPORT-MCMORAN INC,35671D857,1763003,67135154,DFND,
GARRETT MOTION INC,366505105,44082816,398067828,DFND,
GREEN PLAINS INC,393222AK0,3310000,2793148,DFND,
GROUPON INC,399473AF4,2450000,2286188,DFND,
GUARDANT HEALTH INC,40131MAB5,38535000,32465737,DFND,
HDFC BANK LTD,40415F101,89697,5728050,DFND,
HAEMONETICS CORP,405024AB6,5350000,5062705,DFND,
HEALTH CATALYST INC,42225TAB3,578000,570052,DFND,
H WORLD GROUP LTD,44332N106,1145269,37828235,DFND,
H WORLD GROUP LTD,44332NAB2,9749000,10356236,DFND,
INFINERA CORP,45667G103,25175384,165402272,DFND,
INFOSYS LTD,456788108,1677679,36774723,DFND,
INSMED INC,457669AB5,1642000,3562795,DFND,
INTEGRA LIFESCIENCES HOLDINGS CORP,457985AM1,7572000,7308873,DFND,
JD.COM INC,47215P106,1409952,48883035,DFND,
JETBLUE AIRWAYS CORP,477143AP6,39943000,37246847,DFND,
ZIFF DAVIS INC,48123VAE2,7921000,7441076,DFND,
KANZHUN LTD,48553T106,1762631,24324307,DFND,
KILROY REALTY CORP,49427F108,1850011,74832944,DFND,
LENDINGTREE INC,52603BAD9,1136000,1090276,DFND,
