Company,CUSIP,Shares,Value,Discretion
Arthur J Gallagher & Co.,363576109,880585,227886592,SOLE
"Atour Lifestyle Holdings, Ltd.",04965M106,28152,1109189,SOLE
Brookfield Corp.,11271J107,41280320,1894353885,SOLE
"First Citizens BancShares, Inc.",31946M103,31566,67746318,SOLE
"PDD Holdings, Inc.",722304102,4439800,503428922,SOLE
Rio Tinto PLC,767204100,3000,240090,SOLE
TransUnion,89400J107,9842006,843952015,SOLE
Unilever PLC,904767803,5244,342965,SOLE
"SLB, Ltd.",806857108,176849,6787465,SOLE
"Qnity Electronics, Inc.",74743L100,7503,612579,SOLE
UBS Group AG,H42097107,33665342,1556249860,SOLE
"Amrize, Ltd.",H2927K103,5385441,293371528,SOLE
"Patria Investments, Ltd.",G69451105,21200,336868,SOLE
"ACM Research, Inc.",00108J109,112392,4433864,SOLE
"Karooooo, Ltd.",Y4600W108,24423,1111247,SOLE
3M Co.,88579Y101,7676,1228928,SOLE
Abbott Laboratories,002824100,17324,2170524,SOLE
"AbbVie, Inc.",00287Y109,10393,2374697,SOLE
"Adobe, Inc.",00724F101,2164475,757544605,SOLE
"Aegon, Ltd.",0076CA104,70522831,543731027,SOLE
"Afya, Ltd.",G01125106,35387,545314,SOLE
"Air Products & Chemicals, Inc.",009158106,9236610,2281627402,SOLE
"Alibaba Group Holding, Ltd.",01609W102,10016870,1468272805,SOLE
"Alnylam Pharmaceuticals, Inc.",02043Q107,1964415,781149625,SOLE
"Alphabet, Inc.",02079K305,10833118,3390765934,SOLE
"Alphabet, Inc.",02079K107,12875798,4040425412,SOLE
"Altria Group, Inc.",02209S103,21000,1210860,SOLE
"Amazon.com, Inc.",023135106,15230394,3515479543,SOLE
Ambev SA,02319V103,296300,731861,SOLE
"American Electric Power Co., Inc.",025537101,9342540,1077288287,SOLE
American Express Co.,025816109,292549,108228503,SOLE
"Ameriprise Financial, Inc.",03076C106,1500,735510,SOLE
"Amgen, Inc.",031162100,13367,4375153,SOLE
"Analog Devices, Inc.",032654105,20775,5634180,SOLE
Anheuser-Busch InBev SA/NV,03524A108,33113431,2120584121,SOLE
Aon PLC,G0403H108,7852456,2770974673,SOLE
APA Corp.,03743Q108,22500,550350,SOLE
"Apple, Inc.",037833100,31807,8647051,SOLE
Archer-Daniels-Midland Co.,039483102,17084645,982196241,SOLE
"Arcos Dorados Holdings, Inc.",G0457F107,112966,829170,SOLE
AstraZeneca PLC,046353108,121043,11127483,SOLE
"Avantor, Inc.",05352A100,117065143,1341566539,SOLE
"Baidu, Inc.",056752108,16530,2159810,SOLE
Baker Hughes Co.,05722G100,40759438,1856184807,SOLE
