Company,CUSIP,Shares,Value,Discretion,PutCall
AMAZON COM INC,023135106,3394300,783472326,SOLE,
BLACKROCK INC,09290D101,695000,743886300,SOLE,
CBRE GROUP INC,12504L109,234591,37719887,SOLE,
DISNEY WALT CO,254687106,3077931,350176210,SOLE,
INSIGHT ENTERPRISES INC,45765U103,1216592,99115750,SOLE,
LIBERTY LIVE HOLDINGS INC,530909100,1799319,146644499,SOLE,
LIBERTY LIVE HOLDINGS INC,530909308,3603988,299707642,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,823066,117286905,SOLE,
META PLATFORMS INC,30303M102,1047974,691757158,SOLE,
MONGODB INC,60937P106,1406800,590419892,SOLE,
ROBLOX CORP,771049103,5975821,484220776,SOLE,
ROCKET COS INC,77311W101,39380652,762409423,SOLE,
SALESFORCE INC,79466L302,2994509,793275379,SOLE,
SIMPSON MFG INC,829073105,1472142,237706769,SOLE,
TOAST INC,888787108,8015277,284622486,SOLE,
VISA INC,92826C839,1718250,602607458,SOLE,
