Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,187561,53935041,SOLE,
AMPHENOL CORP,032095101,223084,28186663,SOLE,
APPLOVIN CORP,03831W108,1464923,583039354,SOLE,
ARGAN INC,04010E109,393134,214120433,SOLE,
ASML HLDG NV,N07059210,655148,865339133,SOLE,
BOOKING HOLDINGS INC,09857L108,2405,10125820,SOLE,
BOSTON SCIENTIFIC CORP,101137107,104655,6567101,SOLE,
BROOKFIELD CORP,11271J107,11208969,453626975,SOLE,
CAPITAL ONE FINL CORP,14040H105,2267056,413579026,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,1817940,716541051,SOLE,
CARVANA CO,146869102,1754709,551645415,SOLE,
CIENA CORP,171779309,809522,314280726,SOLE,
CLEAN HARBORS INC,184496107,1754950,503196814,SOLE,
CORNING INC,219350105,3718147,505556448,SOLE,
ENTEGRIS INC,29362U104,3115054,365208931,SOLE,
HILTON WORLDWIDE HLDGS INC,43300A203,89249,27138836,SOLE,
HUT 8 CORP,44812J104,6078951,285163591,SOLE,
KKR & CO INC,48251W104,179308,16585990,SOLE,
LPL FINL HLDGS INC,50212V100,2049967,616691573,SOLE,
MASTEC INC,576323109,1531050,492600027,SOLE,
MASTERCARD INCORPORATED,57636Q104,57201,28581052,SOLE,
MCKESSON CORP,58155Q103,392224,339414961,SOLE,
MEDLINE INC,58507V107,11789156,524617442,SOLE,
NU HLDGS LTD,G6683N103,38011225,546221303,SOLE,
PERFORMANCE FOOD GROUP CO,71377A103,3978158,340769014,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,68844,33383144,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1389530,469591664,SOLE,
TALEN ENERGY CORP,87422Q109,1817947,580343221,SOLE,
TENET HEALTHCARE CORP,88033G407,2258717,426242485,SOLE,
TERADYNE INC,880770102,1872876,555232819,SOLE,
TERAWULF INC,88080T104,19921430,287466235,SOLE,
TRANSDIGM GROUP INC,893641100,35677,41348216,SOLE,
US FOODS HLDG CORP,912008109,3795998,350028976,SOLE,
VISA INC,92826C839,92775,28040316,SOLE,
VISTRA CORP,92840M102,6187585,930179653,SOLE,
VULCAN MATLS CO,929160109,144179,39259942,SOLE,
