Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,3560,1843297,SOLE,
ALPHABET INC,02079K107,17750,2943838,SOLE,
AMERICAN EXPRESS CO,025816109,11600,3145920,SOLE,
BROWN FORMAN CORP,115637209,1640005,80688246,SOLE,
BROWN FORMAN CORP,115637100,2873915,138177833,SOLE,
CME GROUP INC,12572Q105,8600,1897590,SOLE,
COCA COLA CO,191216100,21100,1516246,SOLE,
COLGATE PALMOLIVE CO,194162103,20100,2086581,SOLE,
DISNEY WALT CO,254687106,5451412,524371320,SOLE,
EBAY INC.,278642103,4108022,267473312,SOLE,
EQUIFAX INC,294429105,10300,3026758,SOLE,
FAIR ISAAC CORP,303250104,294443,572255859,SOLE,
HERSHEY CO,427866108,5100,978078,SOLE,
INTUIT,461202103,916191,568954611,SOLE,
JOHNSON & JOHNSON,478160104,6065,982894,SOLE,
KENVUE INC,49177J102,14739,340913,SOLE,
LAUDER ESTEE COS INC,518439104,14425,1438028,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,3300,687258,SOLE,
MANCHESTER UTD PLC NEW,G5784H106,6371000,103082780,SOLE,
MONDELEZ INTL INC,609207105,10210428,752202231,SOLE,
NIKE INC,654106103,20400,1803360,SOLE,
ORACLE CORP,68389X105,19200,3271680,SOLE,
PAYPAL HLDGS INC,70450Y103,4591779,358296515,SOLE,
PEPSICO INC,713448108,2769611,470972351,SOLE,
PRICE T ROWE GROUP INC,74144T108,12000,1307160,SOLE,
S&P GLOBAL INC,78409V104,5900,3048058,SOLE,
TKO GROUP HOLDINGS INC,87256C101,4521555,559361569,SOLE,
VERISK ANALYTICS INC,92345Y106,7300,1956108,SOLE,
VISA INC,92826C839,11200,3079440,SOLE,
