Company,CUSIP,Shares,Value,Discretion,PutCall
"ACM Research, Inc.",00108J109,43000,872900,SOLE,
Flutter Entertainment PLC,G3643J108,624478,148176140,SOLE,
"Nutrien, Ltd.",67077M108,12482459,599906980,SOLE,
"Suncor Energy, Inc.",867224107,29410254,1085826578,SOLE,
TC Energy Corp.,87807B107,10953200,520670800,SOLE,
"Teck Resources, Ltd.",878742204,9284842,485040146,SOLE,
"Yum China Holdings, Inc.",98850P109,10684762,481027985,SOLE,
UBS Group AG,H42097107,73371442,2261764233,SOLE,
"Chubb, Ltd.",H1467J104,722,208218,SOLE,
"LPL Financial Holdings, Inc.",50212V100,15556,3618792,SOLE,
SBA Communications Corp.,78410G104,1623515,390780061,SOLE,
TE Connectivity PLC,G87052109,15990186,2414358184,SOLE,
3M Co.,88579Y101,9224,1260921,SOLE,
Abbott Laboratories,002824100,17857,2035877,SOLE,
"AbbVie, Inc.",00287Y109,11006,2173465,SOLE,
"Adobe, Inc.",00724F101,21217,10985738,SOLE,
"Aegon, Ltd.",0076CA104,117784082,752640284,SOLE,
"Afya, Ltd.",G01125106,29183,498154,SOLE,
"Air Products & Chemicals, Inc.",009158106,6598194,1964546282,SOLE,
"Alibaba Group Holding, Ltd.",01609W102,18086570,1919346808,SOLE,
"Alnylam Pharmaceuticals, Inc.",02043Q107,3622535,996305801,SOLE,
"Alphabet, Inc.",02079K305,11988817,1988345299,SOLE,
"Alphabet, Inc.",02079K107,24893268,4161905477,SOLE,
"Altria Group, Inc.",02209S103,21000,1071840,SOLE,
"Amazon.com, Inc.",023135106,17280920,3219953824,SOLE,
"American Electric Power Co., Inc.",025537101,11580505,1188159813,SOLE,
American Express Co.,025816109,410665,111372348,SOLE,
"Ameriprise Financial, Inc.",03076C106,1827,858343,SOLE,
"Amgen, Inc.",031162100,14282,4601803,SOLE,
"Analog Devices, Inc.",032654105,31815,7322859,SOLE,
Anheuser-Busch InBev SA/NV,03524A108,31325890,2076593248,SOLE,
APA Corp.,03743Q108,46700,1142282,SOLE,
"Apple, Inc.",037833100,23868,5561244,SOLE,
AstraZeneca PLC,046353108,149035,11611317,SOLE,
"Avantor, Inc.",05352A100,68418097,1769976169,SOLE,
"Baidu, Inc.",056752108,5894215,620601897,SOLE,
Baker Hughes Co.,05722G100,45830238,1656763104,SOLE,
Bancolombia SA,05968L102,11000,345180,SOLE,
Bank of America Corp.,060505104,53207803,2111285604,SOLE,
"Baxter International, Inc.",071813109,44598194,1693393426,SOLE,
"Becton, Dickinson & Co.",075887109,980,236278,SOLE,
"Berkshire Hathaway, Inc.",084670108,4,2764720,SOLE,
"Berkshire Hathaway, Inc.",084670702,12703,5846683,SOLE,
"BioMarin Pharmaceutical, Inc.",09061G101,13898318,976912772,SOLE,
"BlackRock, Inc.",09247X101,750,712133,SOLE,
"Booking Holdings, Inc.",09857L108,789158,3324028195,SOLE,
Boston Scientific Corp.,101137107,95295,7985721,SOLE,
"Brighthouse Financial, Inc.",10922N103,6669575,300330962,SOLE,
Bristol-Myers Squibb Co.,110122108,15627743,808579423,SOLE,
"Broadcom, Inc.",11135F101,35340,6096150,SOLE,
"Cadence Design Systems, Inc.",127387108,257777,69865300,SOLE,
Capital One Financial Corp.,14040H105,18662292,2794304981,SOLE,
Carrier Global Corp.,14448C104,14346499,1154749705,SOLE,
"Caterpillar, Inc.",149123101,42276,16534989,SOLE,
Celanese Corp.,150870103,6799069,924401421,SOLE,
Cemex SAB de CV,151290889,679700,4146170,SOLE,
"Charter Communications, Inc.",16119P108,11637303,3771417156,SOLE,
Chevron Corp.,166764100,183878,27079713,SOLE,
Cintas Corp.,172908105,2000,411760,SOLE,
"Cisco Systems, Inc.",17275R102,23821547,1267782731,SOLE,
Cognizant Technology Solutions Corp.,192446102,18349574,1416220121,SOLE,
Coherent Corp.,19247G107,10639374,945946742,SOLE,
Colgate-Palmolive Co.,194162103,14000,1453340,SOLE,
Comcast Corp.,20030N101,74062844,3093604994,SOLE,
ConocoPhillips,20825C104,11431431,1203501056,SOLE,
Copa Holdings SA,P31076105,7350,689724,SOLE,
"Corning, Inc.",219350105,42450,1916618,SOLE,
"Corteva, Inc.",22052L104,23648,1390266,SOLE,
