Company,CUSIP,Shares,Value,Discretion,PutCall
DISNEY WALT CO,254687106,6133631,609008222,SOLE,
EXPEDIA GROUP INC,30212P303,3414568,430201422,SOLE,
FISERV INC,337738108,1103759,164504241,SOLE,
FLUTTER ENTMT PLC,G3643J108,323235,46755943,SOLE,
INSIGHT ENTERPRISES INC,45765U103,4061739,805686548,SOLE,
KKR & CO INC,48251W104,1207208,127046570,SOLE,
NEW YORK TIMES CO,650111107,1344392,68846314,SOLE,
ROBLOX CORP,771049103,2300000,85583000,SOLE,
SALESFORCE INC,79466L302,3914309,1006368844,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,676553,212295566,SOLE,
