Company,CUSIP,Shares,Value,Discretion,PutCall
374WATER INC,88583P203,10000,28400,SOLE,
ABBVIE INC,00287Y109,39175,8520213,SOLE,
ACCENTURE PLC IRELAND,G1151C101,33007,6544965,SOLE,
AFLAC INC,001055102,6253,686051,SOLE,
ALPHABET INC,02079K107,143865,41269125,SOLE,
ALPHABET INC,02079K305,3922,1127939,SOLE,
AMAZON COM INC,023135106,135469,28214031,SOLE,
AMERICAN ELEC PWR CO INC,025537101,148772,19501074,SOLE,
AMERICAN EXPRESS CO,025816109,2996,906232,SOLE,
AMGEN INC,031162100,99810,35117981,SOLE,
AMPHENOL CORP,032095101,3056,386126,SOLE,
AON PLC,G0403H108,648,209161,SOLE,
APPLE INC,037833100,153271,38898605,SOLE,
APPLIED MATLS INC,038222105,58533,20006014,SOLE,
AST SPACEMOBILE INC,00217D100,5380,445841,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,13591,2761419,SOLE,
BANK AMERICA CORP,060505104,55081,2685221,SOLE,
BANK NEW YORK MELLON CORP,064058100,244520,29007445,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,11595,5556324,SOLE,
BROADCOM INC,11135F101,1099,340151,SOLE,
CAPITAL ONE FINL CORP,14040H105,3178,579763,SOLE,
COLGATE PALMOLIVE CO,194162103,2383,203103,SOLE,
COMCAST CORP NEW,20030N101,903971,25952999,SOLE,
COMPUGEN LTD,M25722105,93833,199864,SOLE,
CONSTELLATION BRANDS INC,21036P108,46280,6942000,SOLE,
COSTCO WHOLESALE CORPORATION,22160K105,559,556568,SOLE,
CVS HEALTH CORP,126650100,6175,443489,SOLE,
DANAHER CORP DEL,235851102,1693,320993,SOLE,
DOCGO INC,256086109,100000,62910,SOLE,
EA SERIES TRUST,02072Q812,410346,48319559,SOLE,
EATON CORP PLC,G29183103,862,308312,SOLE,
ELI LILLY & CO,532457108,311,285592,SOLE,
EXXON MOBIL CORP,30231G102,3842,651791,SOLE,
FEDEX CORP,31428X106,44099,15707046,SOLE,
GENERAC HLDGS INC,368736104,112868,22046506,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,25361,21454844,SOLE,
HOME DEPOT INC,437076102,51622,16977890,SOLE,
INTUIT,461202103,3693,1596779,SOLE,
INVESCO EXCH TRADED FD TR II,46138G649,1054,250451,SOLE,
INVESCO QQQ TR,46090E103,1464,844711,SOLE,
ISHARES INC,46434G103,4162,290313,SOLE,
ISHARES TR,464287630,1765,334626,SOLE,
ISHARES TR,464287499,59571,5792130,SOLE,
ISHARES TR,464287655,10281,2549741,SOLE,
ISHARES TR,464287465,14855,1442837,SOLE,
ISHARES TR,46435G516,5961,569991,SOLE,
ISHARES TR,464287622,698,248781,SOLE,
ISHARES TR,464287507,5125,346091,SOLE,
ISHARES TR,464287200,3289,2148257,SOLE,
ISHARES TR,464287804,67969,8449179,SOLE,
ISHARES TR,464287598,6306,1347349,SOLE,
ISHARES TR,464287614,26756,11408712,SOLE,
JOHNSON & JOHNSON,478160104,1622,396482,SOLE,
JPMORGAN CHASE & CO,46625H100,134535,39574905,SOLE,
LOCKHEED MARTIN CORP,539830109,33055,19978105,SOLE,
LOWES COS INC,548661107,65069,15374498,SOLE,
M & T BK CORP,55261F104,78775,16284410,SOLE,
MARATHON PETE CORP,56585A102,854,208530,SOLE,
MARKER THERAPEUTICS INC,57055L206,15000,19500,SOLE,
MCDONALDS CORP,580135101,1094,339927,SOLE,
MEDTRONIC PLC,G5960L103,375696,32554077,SOLE,
MERCK & CO INC,58933Y105,1671,201005,SOLE,
META PLATFORMS INC,30303M102,32939,18845110,SOLE,
MICROSOFT CORP,594918104,171359,63432000,SOLE,
MORGAN STANLEY,617446448,238060,39177478,SOLE,
NEXTERA ENERGY INC,65339F101,264712,24586416,SOLE,
NIKE INC,654106103,132752,7011961,SOLE,
NUCOR CORP,670346105,1868,315879,SOLE,
NVIDIA CORPORATION,67066G104,7855,1369947,SOLE,
PALANTIR TECHNOLOGIES INC,69608A108,2313,338346,SOLE,
PAYPAL HLDGS INC,70450Y103,267229,12086774,SOLE,
PEPSICO INC,713448108,241281,37468510,SOLE,
PNC FINL SVCS GROUP INC,693475105,191401,39828583,SOLE,
PROCTER & GAMBLE CO,742718109,50911,7353606,SOLE,
QUALCOMM INC,747525103,287239,36990693,SOLE,
SCHWAB STRATEGIC TR,808524797,6521,200052,SOLE,
SELECT SECTOR SPDR TR,81369Y803,2316,307804,SOLE,
SKYX PLATFORMS CORP,78471E105,201666,225866,SOLE,
SPDR GOLD TR,78463V107,984,423405,SOLE,
SPDR SERIES TRUST,78464A409,3047,298332,SOLE,
SPDR SERIES TRUST,78464A763,3782,552006,SOLE,
SPDR SERIES TRUST,78468R796,12504,663095,SOLE,
STARBUCKS CORP,855244109,222580,19940909,SOLE,
STATE STR SPDR S&P MIDCAP 40,78467Y107,5979,3687642,SOLE,
T ROWE PRICE ETF INC,87283Q107,76249,3368681,SOLE,
TARGET CORP,87612E106,143783,17426493,SOLE,
TE CONNECTIVITY PLC,G87052109,32664,6827429,SOLE,
TEXAS INSTRS INC,882508104,138263,26842415,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,22547,11082684,SOLE,
TYSON FOODS INC,902494103,375168,24037041,SOLE,
US BANCORP,902973304,709170,36883939,SOLE,
VANGUARD INDEX FDS,922908744,29464,5780856,SOLE,
VANGUARD INDEX FDS,922908363,30455,18198307,SOLE,
VANGUARD INDEX FDS,922908769,3134,1005441,SOLE,
VANGUARD INDEX FDS,922908629,7684,2206800,SOLE,
VANGUARD INDEX FDS,922908736,3291,1437309,SOLE,
VANGUARD INDEX FDS,922908751,1149,300866,SOLE,
VANGUARD INTL EQUITY INDEX F,922042858,45178,2441875,SOLE,
VANGUARD SCOTTSDALE FDS,92206C680,6100,669109,SOLE,
VANGUARD SPECIALIZED FUNDS,921908844,3267,702706,SOLE,
VANGUARD TAX-MANAGED FDS,921943858,260896,16718197,SOLE,
VANGUARD WHITEHALL FDS,921946406,104118,15419869,SOLE,
VISA INC,92826C839,1149,347368,SOLE,
WALMART INC,931142103,3191,396585,SOLE,
WELLS FARGO & CO,949746101,216482,17234150,SOLE,
