Company,CUSIP,Shares,Value,Discretion,PutCall
BATH & BODY WORKS INC,070830104,734355,14745848,SOLE,
BEL FUSE INC,077347300,55000,9329650,SOLE,
CACTUS INC,127203107,141286,6453944,SOLE,
CDW CORP,12514G108,100000,13620000,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,164000,34235000,SOLE,
DOMINOS PIZZA INC,25754A201,37000,15422340,SOLE,
FLUTTER ENTMT PLC,G3643J108,41422,8907387,SOLE,
HEICO CORP NEW,422806208,2171,548026,SOLE,
LAMAR ADVERTISING CO NEW,512816109,120000,15189600,SOLE,
LIMBACH HLDGS INC,53263P105,102239,7959306,SOLE,
SAVERS VALUE VLG INC,80517M109,159110,1486087,SOLE,
