Company,CUSIP,Shares,Value,Discretion,PutCall
AIRBNB INC,009066101,8921,1276595,SOLE,
ALLIANCE RESOURCE PARTNERS L,01877R108,186981,4483804,SOLE,
AMERIPRISE FINL INC,03076C106,4428,2031389,SOLE,
ARBOR REALTY TRUST INC,038923108,611000,3311620,SOLE,
BLOOMIN BRANDS INC,094235108,2585909,23635208,SOLE,
BOISE CASCADE CO DEL,09739D100,37000,2872310,SOLE,
BREAD FINANCIAL HOLDINGS INC,018581108,132798,14388663,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,69500,4004590,SOLE,
BUILD-A-BEAR WORKSHOP INC,120076104,133567,4088486,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,19115,1710410,SOLE,
CAL MAINE FOODS INC,128030202,62000,4994720,SOLE,
CARLYLE GROUP INC,14316J108,40000,1684400,SOLE,
CHORD ENERGY CORPORATION,674215207,69096,7897673,SOLE,
CITI TRENDS INC,17306X102,54200,3134928,SOLE,
CONDUENT INC,206787103,12986100,18959706,SOLE,
COTY INC,222070203,3917705,8462243,SOLE,
COUPANG INC,22266T109,64124,1113834,SOLE,
CRESCENT ENERGY COMPANY,44952J104,2092679,20550108,SOLE,
CROCS INC,227046109,28856,3481188,SOLE,
CTO RLTY GROWTH INC NEW,22948Q101,539900,11613249,SOLE,
DAUCH CORP,024061103,2282090,12368928,SOLE,
DIREXION SHARES ETF TRUST,25459Y165,114078,24596449,SOLE,
FIGURE TECHNOLOGY SOLUTIO,349381103,89668,2753704,SOLE,
FOSSIL GROUP INC,34988V106,2143445,8873862,SOLE,
GRAY MEDIA INC,389375106,7243390,28756258,SOLE,
ITURAN LOCATION AND CONTROL,M6158M104,133700,8157037,SOLE,
JACKSON FINANCIAL INC,46817M107,80142,8205739,SOLE,
JELD-WEN HLDG INC,47580P103,7139095,10708642,SOLE,
LINCOLN NATL CORP IND,534187109,603160,21321706,SOLE,
LITHIA MTRS INC,536797103,2712,787809,SOLE,
LYONDELLBASELL INDUSTRIES NV,N53745100,38000,2000700,SOLE,
MAPLEBEAR INC,565394103,45645,2161291,SOLE,
MERCADOLIBRE INC,58733R102,1712,2905932,SOLE,
META PLATFORMS INC,30303M102,6412,3611815,SOLE,
MILLROSE PPTYS INC,601137102,229300,6890465,SOLE,
NABORS INDUSTRIES LTD,G6359F137,445460,37423095,SOLE,
ONEMAIN HLDGS INC,68268W103,82941,5056913,SOLE,
PERDOCEO ED CORP,71363P106,40288,1289216,SOLE,
PINTEREST INC,72352L106,57860,1216796,SOLE,
QUAD / GRAPHICS INC,747301109,2538299,21397861,SOLE,
RESIDEO TECHNOLOGIES INC,76118Y104,68931,2143754,SOLE,
SHARKNINJA INC,G8068L108,5932,903266,SOLE,
SHIFT4 PMTS INC,82452J109,29965,1457498,SOLE,
STRATEGY INC,594972408,50203,4364147,SOLE,
TECHNIPFMC PLC,G87110105,3170,210171,SOLE,
TUTOR PERINI CORP,901109108,2470,204936,SOLE,
UGI CORP NEW,902681105,121000,4179340,SOLE,
UNITED NAT FOODS INC,911163103,4705,214877,SOLE,
UNITED PARCEL SVCS INC,911312106,116003,12470322,SOLE,
UPBOUND GROUP INC,76009N100,258000,5474760,SOLE,
USA TODAY CO INC,36472T109,1401080,11979234,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,168000,7113120,SOLE,
VIATRIS INC,92556V106,733164,11642644,SOLE,
VROOM INC,92918V307,58488,450358,SOLE,
WESTERN ALLIANCE BANCORP,957638109,41755,3432261,SOLE,
ZIFF DAVIS INC,48123V102,50602,2650027,SOLE,
