Company,CUSIP,Shares,Value,Discretion,PutCall
ABERCROMBIE & FITCH CO,002896207,80902,6178486,SOLE,
ACADIA HEALTHCARE COMPANY IN,00404A109,2246923,68126705,SOLE,
ACADIAN ASSET MANAGEMENT INC,10948W103,32476,839829,SOLE,
ADECOAGRO S A,L00849106,48291,539410,SOLE,
ADVANCED MICRO DEVICES INC,007903107,19651,2018944,SOLE,
AIRBNB INC,009066101,55392,6617128,SOLE,
ALAMOS GOLD INC NEW,011532108,27126,725349,SOLE,
ALIGHT INC,01626W101,110164,653273,SOLE,
ALLY FINL INC,02005N100,25826,941874,SOLE,
AMAZON COM INC,023135106,1952564,371494827,SOLE,
ANTERO RESOURCES CORP,03674X106,18278,739162,SOLE,
ASTERA LABS INC,04626A103,1032441,61605754,SOLE,
AT&T INC,00206R102,24090,681265,SOLE,
ATKORE INC,047649108,14371,862116,SOLE,
AUTONATION INC,05329W102,38685,6263875,SOLE,
AUTOZONE INC,053332102,1133,4319880,SOLE,
AVIDXCHANGE HOLDINGS INC,05368X102,98448,834839,SOLE,
AXALTA COATING SYS LTD,G0750C108,20434,677796,SOLE,
BANK AMERICA CORP,060505104,3644820,152098339,SOLE,
BEST BUY INC,086516101,88633,6524275,SOLE,
BIO-TECHNE CORP,09073M104,522897,30657451,SOLE,
BJS RESTAURANTS INC,09180C106,22962,786678,SOLE,
BJS WHSL CLUB HLDGS INC,05550J101,28802,3286308,SOLE,
BLOCK H & R INC,093671105,37265,2046221,SOLE,
BLOOMIN BRANDS INC,094235108,528309,3787976,SOLE,
BOOT BARN HLDGS INC,099406100,55192,5929277,SOLE,
BRIGHTHOUSE FINL INC,10922N103,12634,732646,SOLE,
BRINKER INTL INC,109641100,50345,7503922,SOLE,
BROOKDALE SR LIVING INC,112463104,108647,680130,SOLE,
BUCKLE INC,118440106,34134,1308015,SOLE,
BUILD-A-BEAR WORKSHOP INC,120076104,24349,905052,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,26975,674375,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,7331,514710,SOLE,
CAPITAL ONE FINL CORP,14040H105,475030,85172879,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,277746,5479929,SOLE,
CARGURUS INC,141788109,21920,638530,SOLE,
CARIBOU BIOSCIENCES INC,142038108,652542,595836,SOLE,
CARMAX INC,143130102,79042,6158953,SOLE,
CARNIVAL CORP,143658300,4652807,90869321,SOLE,
CARTERS INC,146229109,198001,8098241,SOLE,
CAVA GROUP INC,148929102,61942,5352408,SOLE,
CENOVUS ENERGY INC,15135U109,33869,471118,SOLE,
CHECK POINT SOFTWARE TECH LT,M22465104,6330,1442734,SOLE,
CHEESECAKE FACTORY INC,163072101,27894,1357322,SOLE,
CHEWY INC,16679L109,200849,6529601,SOLE,
CIENA CORP,171779309,10546,637295,SOLE,
CISCO SYS INC,17275R102,784698,48423714,SOLE,
CIVITAS RESOURCES INC,17888H103,11979,417947,SOLE,
CLARIVATE PLC,G21810109,140095,550573,SOLE,
CORE NATURAL RESOURCES INC,218937100,6952,535999,SOLE,
CORECIVIC INC,21871N101,47299,959697,SOLE,
COREWEAVE INC,21873S108,861816,31956137,SOLE,
COSTCO WHSL CORP NEW,22160K105,11415,10796079,SOLE,
COUPANG INC,22266T109,2179195,47789746,SOLE,
CRH PLC,G25508105,5729,503980,SOLE,
CROCS INC,227046109,12808,1360210,SOLE,
CROWN HLDGS INC,228368106,5967,532614,SOLE,
CURIS INC,231269309,631827,1326837,SOLE,
DANAHER CORPORATION,235851102,698740,143241700,SOLE,
DARDEN RESTAURANTS INC,237194105,52260,10857538,SOLE,
DAVITA INC,23918K108,3273,500671,SOLE,
DELL TECHNOLOGIES INC,24703L202,7144,651176,SOLE,
DICKS SPORTING GOODS INC,253393102,24746,4987804,SOLE,
DINE BRANDS GLOBAL INC,254423106,154783,3601800,SOLE,
DISCOVER FINL SVCS,254709108,378176,64554643,SOLE,
DOLLAR TREE INC,256746108,930997,69889945,SOLE,
DOMINOS PIZZA INC,25754A201,25349,11646598,SOLE,
DOORDASH INC,25809K105,370650,67743701,SOLE,
DROPBOX INC,26210C104,31942,853171,SOLE,
DUTCH BROS INC,26701L100,31633,1953021,SOLE,
DXC TECHNOLOGY CO,23355L106,42512,724830,SOLE,
EATON CORP PLC,G29183103,5646,1534752,SOLE,
EBAY INC.,278642103,47952,3247789,SOLE,
ELASTIC N V,N14506104,8249,734986,SOLE,
ELDORADO GOLD CORP NEW,284902509,47294,795485,SOLE,
EMBRAER S.A.,29082A107,20495,946869,SOLE,
EMERSON ELEC CO,291011104,11235,1231805,SOLE,
ENERGIZER HLDGS INC NEW,29272W109,23333,698123,SOLE,
EQUITABLE HLDGS INC,29452E101,14185,738897,SOLE,
ERO COPPER CORP,296006109,66510,806101,SOLE,
EXPEDIA GROUP INC,30212P303,18291,3074717,SOLE,
EXTREME NETWORKS,30226D106,20064,265447,SOLE,
F5 INC,315616102,2129,566889,SOLE,
FIRST HORIZON CORPORATION,320517105,35493,689274,SOLE,
FIVE BELOW INC,33829M101,90021,6744823,SOLE,
FLEX LTD,Y2573F102,18683,618034,SOLE,
FLOOR & DECOR HLDGS INC,339750101,66108,5319711,SOLE,
FLUTTER ENTMT PLC,G3643J108,228756,50680892,SOLE,
FLYWIRE CORPORATION,302492103,38574,366453,SOLE,
FORTINET INC,34959E109,3382,325551,SOLE,
FRACTYL HEALTH INC,35168W103,4248492,5055705,SOLE,
FREEPORT-MCMORAN INC,35671D857,24374,922800,SOLE,
GAP INC,364760108,2761896,56922677,SOLE,
GARRETT MOTION INC,366505105,65716,550043,SOLE,
GENUINE PARTS CO,372460105,66432,7914708,SOLE,
GEO GROUP INC NEW,36162J106,35528,1037773,SOLE,
GFL ENVIRONMENTAL INC,36168Q104,4301966,207827977,SOLE,
GODADDY INC,380237107,3994,719479,SOLE,
GOLAR LNG LTD,G9456A100,13339,506749,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,609752,5634108,SOLE,
GREEN PLAINS INC,393222104,73526,356601,SOLE,
GROUPON INC,399473206,47123,884499,SOLE,
GXO LOGISTICS INCORPORATED,36262G101,23351,912557,SOLE,
HASBRO INC,418056107,11543,709779,SOLE,
HDFC BANK LTD,40415F101,175390,11652912,SOLE,
HP INC,40434L105,68967,1909696,SOLE,
HUBSPOT INC,443573100,975,557008,SOLE,
IAC INC,44891N208,18874,867072,SOLE,
ICON PLC,G4705A100,4301,752632,SOLE,
ILLUMINA INC,452327109,9351,741908,SOLE,
INSMED INC,457669307,425125,32432786,SOLE,
INTERCORP FINL SVCS INC,P5626F128,15402,510268,SOLE,
INTERNATIONAL GAME TECHNOLOG,G4863A108,43669,710058,SOLE,
INVIVYD INC,00534A102,10958572,6633224,SOLE,
JABIL INC,466313103,14993,2040098,SOLE,
JUNIPER NETWORKS INC,48203R104,34686,1255286,SOLE,
KENVUE INC,49177J102,8466901,203036286,SOLE,
KONTOOR BRANDS INC,50050N103,29001,1859834,SOLE,
LAM RESEARCH CORP,512807306,695449,50559142,SOLE,
LIBERTY BROADBAND CORP,530307305,7886,670704,SOLE,
LIBERTY GLOBAL LTD,G61188127,45192,540948,SOLE,
LIBERTY MEDIA CORP DEL,531229722,10586,721330,SOLE,
LIVANOVA PLC,G5509L101,15813,621135,SOLE,
LLOYDS BANKING GROUP PLC,539439109,198538,758415,SOLE,
LPL FINL HLDGS INC,50212V100,320780,104939969,SOLE,
LULULEMON ATHLETICA INC,550021109,372305,105384653,SOLE,
