Company,CUSIP,Shares,Value,Discretion,PutCall
"Affiliated Managers Group, Inc.",008252108,600,203040,SOLE,
"Futu Holdings, Ltd.",36118L106,4200,393708,SOLE,
"KKR & Co., Inc.",48251W104,8060515,739794067,SOLE,
"Sea, Ltd.",81141R100,22950,2199299,SOLE,
Vanguard S&P 500 ETF,922908363,300,206168,SOLE,
"Fedex Freight Holding Co., Inc.",314352105,7182771,1084598421,SOLE,
"DuPont de Nemours, Inc.",26614N201,4705,638141,SOLE,
"Honeywell International, Inc.",438516205,4010,897727,SOLE,
"Honeywell Aerospace, Inc.",43849R105,4009,886310,SOLE,
UBS Group AG,H42097107,33630342,1666001775,SOLE,
AstraZeneca PLC,G0593M107,55949,10609049,SOLE,
"BBB Foods, Inc.",G0896C103,90700,3779469,SOLE,
"Karooooo, Ltd.",Y4600W108,69733,3442021,SOLE,
"Patria Investments, Ltd.",G69451105,115700,1270386,SOLE,
3M Co.,88579Y101,7558,1223716,SOLE,
Abbott Laboratories,002824100,17324,1571980,SOLE,
"AbbVie, Inc.",00287Y109,10393,2615295,SOLE,
"ACM Research, Inc.",00108J109,116392,14768981,SOLE,
"Adobe, Inc.",00724F101,3114932,638623359,SOLE,
"Aegon, Ltd.",0076CA104,44635184,376720953,SOLE,
"Afya, Ltd.",G01125106,51287,761099,SOLE,
"Air Products & Chemicals, Inc.",009158106,9393493,2753984278,SOLE,
"Alibaba Group Holding, Ltd.",01609W102,9957970,955765961,SOLE,
"Alnylam Pharmaceuticals, Inc.",02043Q107,1955393,588631955,SOLE,
"Alphabet, Inc.",02079K107,11961097,4226214403,SOLE,
"Alphabet, Inc.",02079K305,10658860,3809156798,SOLE,
"Altria Group, Inc.",02209S103,20500,1474975,SOLE,
"Amazon.com, Inc.",023135106,16708513,3982306988,SOLE,
Ambev SA,02319V103,252700,793478,SOLE,
"American Electric Power Co., Inc.",025537101,8674355,1186738508,SOLE,
American Express Co.,025816109,271279,91760122,SOLE,
"Ameriprise Financial, Inc.",03076C106,1500,688140,SOLE,
"Amgen, Inc.",031162100,12817,4641292,SOLE,
"Analog Devices, Inc.",032654105,19210,7629636,SOLE,
Anheuser-Busch InBev SA/NV,03524A108,29477348,2428933475,SOLE,
Aon PLC,G0403H108,8593144,2850259933,SOLE,
APA Corp.,03743Q108,19500,635115,SOLE,
"Apple, Inc.",037833100,31382,9080696,SOLE,
Archer-Daniels-Midland Co.,039483102,14182325,1083529630,SOLE,
"Arcos Dorados Holdings, Inc.",G0457F107,112966,910506,SOLE,
Arthur J Gallagher & Co.,363576109,9363634,2149609457,SOLE,
"Atour Lifestyle Holdings, Ltd.",04965M106,45652,1451734,SOLE,
"Avantor, Inc.",05352A100,120020974,1188207643,SOLE,
"Baidu, Inc.",056752108,26006,2972226,SOLE,
Baker Hughes Co.,05722G100,34854482,1934423751,SOLE,
Bank of America Corp.,060505104,1741970,99257432,SOLE,
"Baxter International, Inc.",071813109,58386345,1244796875,SOLE,
"Berkshire Hathaway, Inc.",084670702,11440,5724462,SOLE,
"Berkshire Hathaway, Inc.",084670108,4,2995400,SOLE,
"BioMarin Pharmaceutical, Inc.",09061G101,14844930,849426895,SOLE,
BioNTech SE,09075V102,3677591,342199843,SOLE,
"Blackrock, Inc.",09290D101,711,683669,SOLE,
"Booking Holdings, Inc.",09857L108,25536950,4551705968,SOLE,
Boston Scientific Corp.,101137107,87485,3733860,SOLE,
Bristol-Myers Squibb Co.,110122108,42361,2440822,SOLE,
"Broadcom, Inc.",11135F101,19290,7286798,SOLE,
Brookfield Corp.,11271J107,61210651,2606961626,SOLE,
"Cadence Design Systems, Inc.",127387108,228012,85577464,SOLE,
Capital One Financial Corp.,14040H105,9117926,1829238314,SOLE,
Carrier Global Corp.,14448C104,27475603,2015335480,SOLE,
"Caterpillar, Inc.",149123101,39404,41961320,SOLE,
Celanese Corp.,150870103,15282234,702982764,SOLE,
Cemex SAB de CV,151290889,80187637,962251644,SOLE,
"Charter Communications, Inc.",16119P108,15032214,2137731153,SOLE,
Chevron Corp.,166764100,202503,33566897,SOLE,
"Chubb, Ltd.",H1467J104,722,246014,SOLE,
Cia Energetica de Minas Gerais,204409601,15000,31500,SOLE,
Cintas Corp.,172908105,1800,306144,SOLE,
"Cisco Systems, Inc.",17275R102,88409,10384523,SOLE,
Cognizant Technology Solutions Corp.,192446102,14542493,563230754,SOLE,
Coherent Corp.,19247G107,544160,214654795,SOLE,
Colgate-Palmolive Co.,194162103,14000,1283520,SOLE,
Comcast Corp.,20030N101,115903125,2845421719,SOLE,
ConocoPhillips,20825C104,9266284,963322885,SOLE,
Copa Holdings SA,P31076105,7250,1127883,SOLE,
"Corning, Inc.",219350105,34665,8854481,SOLE,
"Corteva, Inc.",22052L104,20203,1710992,SOLE,
"Coupang, Inc.",22266T109,72194220,1254013601,SOLE,
"Credicorp, Ltd.",G2519Y108,2614315,1018484838,SOLE,
CVS Health Corp.,126650100,50012765,5173820539,SOLE,
Danaher Corp.,235851102,257039,48960789,SOLE,
Deere & Co.,244199105,12626,8009051,SOLE,
"Dell Technologies, Inc.",24703L202,17250,7442685,SOLE,
Diageo PLC,25243Q205,11077,890369,SOLE,
"Dlocal, Ltd.",G29018101,61500,799193,SOLE,
"Dominion Energy, Inc.",25746U109,18303470,1249943966,SOLE,
"Dow, Inc.",260557103,9114,249359,SOLE,
"Elanco Animal Health, Inc.",28414H103,67397025,1658640785,SOLE,
"Elevance Health, Inc.",036752103,1300,502749,SOLE,
Eli Lilly & Co.,532457108,41258,49486083,SOLE,
Exxon Mobil Corp.,30231G102,73858,10097866,SOLE,
FedEx Corp.,31428X106,7233269,2264953408,SOLE,
"Fidelity National Information Services, Inc.",31620M106,49069080,1907805830,SOLE,
"First Citizens BancShares, Inc.",31946M103,404215,841086530,SOLE,
"Fiserv, Inc.",337738108,50194946,2462062101,SOLE,
Flutter Entertainment PLC,G3643J108,628878,64252465,SOLE,
Fortive Corp.,34959J108,43979772,2686724271,SOLE,
Fox Corp.,35137L105,11223096,585396687,SOLE,
Fox Corp.,35137L204,7266093,340343796,SOLE,
Fresenius Medical Care AG,358029106,3826910,86526435,SOLE,
"Gaming & Leisure Properties, Inc.",36467J108,13773135,613317702,SOLE,
GE Aerospace,369604301,598052,223509974,SOLE,
"GE HealthCare Technologies, Inc.",36266G107,37864164,2423685138,SOLE,
"GE Vernova, Inc.",36828A101,122871,144356224,SOLE,
"General Mills, Inc.",370334104,11200,389760,SOLE,
Genuine Parts Co.,372460105,4450,525011,SOLE,
"Geopark, Ltd.",G38327105,93045,846710,SOLE,
"Gilead Sciences, Inc.",375558103,23677567,2991423815,SOLE,
Grupo Aeroportuario del Sureste SAB de CV,40051E202,2630,806621,SOLE,
GSK PLC,37733W204,48197514,2526513684,SOLE,
Haleon PLC,405552100,149934507,1398888950,SOLE,
"HDFC Bank, Ltd.",40415F101,6678700,172510821,SOLE,
Hewlett Packard Enterprise Co.,42824C109,63450,2862230,SOLE,
"HP, Inc.",40434L105,42627828,935254546,SOLE,
"Humana, Inc.",444859102,10940380,4345737744,SOLE,
Incyte Corp.,45337C102,11957326,1355482475,SOLE,
"Intercorp Financial Services, Inc.",P5626F128,17391,990591,SOLE,
International Business Machines Corp.,459200101,45995,12934254,SOLE,
"International Flavors & Fragrances, Inc.",459506101,37007037,2931697471,SOLE,
Itau Unibanco Holding SA,465562106,18185181,148572929,SOLE,
JBS NV,N4732M103,67250,796913,SOLE,
"JD.com, Inc.",47215P106,12194648,310719631,SOLE,
Johnson & Johnson,478160104,20947,5319910,SOLE,
Johnson Controls International PLC,G51502105,55776006,8149432237,SOLE,
"JOYY, Inc.",46591M109,41006,2705986,SOLE,
JPMorgan Chase & Co.,46625H100,117130,38340163,SOLE,
Kaspi.KZ JSC,48581R205,252826,21904845,SOLE,
Las Vegas Sands Corp.,517834107,28186,1301911,SOLE,
"Laureate Education, Inc.",518613203,27200,987904,SOLE,
Linde PLC,G54950103,1326590,688420615,SOLE,
"Live Nation Entertainment, Inc.",538034109,1500,274665,SOLE,
Lockheed Martin Corp.,539830109,775,394832,SOLE,
"LPL Financial Holdings, Inc.",50212V100,4578679,1289722301,SOLE,
McDonald's Corp.,580135101,6425,1736742,SOLE,
Medtronic PLC,G5960L103,7875898,616131501,SOLE,
"MercadoLibre, Inc.",58733R102,1987,3372714,SOLE,
"Merck & Co., Inc.",58933Y105,135750,17443875,SOLE,
"Meta Platforms, Inc.",30303M102,6489255,3655332449,SOLE,
"MetLife, Inc.",59156R108,48431150,4097759602,SOLE,
MGM Resorts International,552953101,6000,286860,SOLE,
"Microchip Technology, Inc.",595017104,5533359,504642341,SOLE,
Microsoft Corp.,594918104,12836229,4788170142,SOLE,
Millicom International Cellular SA,L6388F110,8218532,745913964,SOLE,
Molson Coors Beverage Co.,60871R209,19065434,742789309,SOLE,
"Mondelez International, Inc.",609207105,11840,684826,SOLE,
Moody's Corp.,615369105,1213,549392,SOLE,
"Motorola Solutions, Inc.",620076307,10866,4512541,SOLE,
National Energy Services Reunited Corp.,G6375R107,1595994,47768100,SOLE,
"NetEase, Inc.",64110W102,2162476,277099675,SOLE,
"Neurocrine Biosciences, Inc.",64125C109,5584707,941218594,SOLE,
News Corp.,65249B109,12538190,311323258,SOLE,
"NextEra Energy, Inc.",65339F101,23000,2018710,SOLE,
Norfolk Southern Corp.,655844108,2508128,789031988,SOLE,
Novartis AG,66987V109,759373,119008937,SOLE,
Novo Nordisk A/S,670100205,20397110,977837453,SOLE,
Nucor Corp.,670346105,6200,1381050,SOLE,
NVIDIA Corp.,67066G104,3400,680306,SOLE,
Occidental Petroleum Corp.,674599105,72764944,3534193330,SOLE,
Otis Worldwide Corp.,68902V107,5210,373036,SOLE,
Parker-Hannifin Corp.,701094104,2500,2445300,SOLE,
"PDD Holdings, Inc.",722304102,4550000,347074000,SOLE,
"PepsiCo, Inc.",713448108,3075,416355,SOLE,
Petroleo Brasileiro SA - Petrobras,71654V408,30000,484800,SOLE,
"Pfizer, Inc.",717081103,87814,2114561,SOLE,
"Philip Morris International, Inc.",718172109,16500,2985015,SOLE,
Phillips 66,718546104,2600,439530,SOLE,
"PPG Industries, Inc.",693506107,2200,266838,SOLE,
"Qnity Electronics, Inc.",74743L100,6369,1040121,SOLE,
